order_id,date,sku,product_name,quantity,price,revenue,status,logistics_type
ORD-260201-41921,01.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,awaiting_packaging,FBO
ORD-260201-21456,01.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260201-64337,01.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260201-67550,01.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260201-16715,01.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260201-50155,01.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260201-49405,01.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260201-55337,01.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260201-83421,01.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,cancelled,FBO
ORD-260202-25393,02.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260202-78017,02.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260202-73908,02.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260202-28395,02.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260202-76303,02.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260202-87932,02.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260202-22630,02.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260202-15553,02.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260202-36986,02.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260202-81243,02.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260202-73674,02.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260202-94722,02.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260202-41948,02.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260202-85503,02.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,cancelled,FBS
ORD-260202-38915,02.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,cancelled,FBO
ORD-260202-93901,02.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260202-96137,02.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260202-39977,02.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,cancelled,FBO
ORD-260202-45853,02.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260202-65018,02.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260202-97083,02.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260202-16203,02.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260202-53707,02.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260202-28845,02.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,cancelled,FBO
ORD-260203-91405,03.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260203-58792,03.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260203-94382,03.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260203-39842,03.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260203-85189,03.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260203-82676,03.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260203-41485,03.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260204-39121,04.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260204-92539,04.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260204-54548,04.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260204-89200,04.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260204-37366,04.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260204-63461,04.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260204-47218,04.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,cancelled,FBS
ORD-260204-81730,04.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260204-47520,04.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260204-29737,04.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260204-97871,04.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260204-40952,04.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260204-39416,04.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,cancelled,FBO
ORD-260204-25151,04.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260204-30406,04.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,cancelled,FBO
ORD-260204-49937,04.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260204-99969,04.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,cancelled,FBS
ORD-260204-25838,04.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260204-87671,04.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260204-32180,04.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260205-71305,05.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260205-40291,05.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,cancelled,FBO
ORD-260205-25220,05.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260205-28024,05.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260205-86356,05.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260205-26588,05.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,awaiting_packaging,FBO
ORD-260205-18933,05.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260205-98913,05.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260206-35360,06.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260206-32225,06.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260206-41334,06.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260206-45045,06.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260206-46350,06.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260206-19409,06.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260206-48509,06.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260206-53776,06.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260206-78388,06.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260206-19884,06.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260206-43616,06.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260206-98401,06.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260206-97269,06.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260206-22012,06.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,awaiting_packaging,FBO
ORD-260206-66592,06.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260206-90303,06.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260206-74708,06.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260206-52768,06.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260206-71689,06.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,cancelled,FBS
ORD-260206-64018,06.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260207-59980,07.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260207-37424,07.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260207-24160,07.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,awaiting_packaging,FBS
ORD-260207-51418,07.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260207-57520,07.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260207-74444,07.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260207-65677,07.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260207-27353,07.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260207-46987,07.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,cancelled,FBS
ORD-260207-63876,07.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,awaiting_packaging,FBS
ORD-260207-82841,07.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260207-63504,07.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260207-23309,07.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260207-86849,07.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260208-77180,08.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260208-38621,08.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260208-71811,08.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260208-76421,08.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,cancelled,FBS
ORD-260208-29163,08.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,cancelled,FBO
ORD-260208-93519,08.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,cancelled,FBS
ORD-260208-97698,08.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260208-67910,08.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260208-94909,08.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,cancelled,FBS
ORD-260208-90027,08.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260209-94650,09.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260209-87085,09.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,cancelled,FBS
ORD-260209-73348,09.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260209-97578,09.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260209-91193,09.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,cancelled,FBO
ORD-260209-13889,09.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,cancelled,FBO
ORD-260209-15615,09.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260209-85414,09.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260209-40702,09.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260209-99554,09.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260209-26711,09.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260209-94440,09.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260209-16904,09.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260209-27266,09.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260209-72633,09.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,cancelled,FBO
ORD-260209-55950,09.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,cancelled,FBO
ORD-260209-12816,09.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,cancelled,FBO
ORD-260209-45378,09.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260209-53705,09.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260209-78396,09.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260210-77155,10.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260210-39246,10.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260210-94699,10.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,awaiting_packaging,FBS
ORD-260210-56815,10.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260210-49202,10.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260210-19921,10.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260210-72170,10.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260210-19449,10.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260210-90204,10.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260210-21475,10.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260210-68871,10.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260210-93080,10.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,cancelled,FBO
ORD-260211-66296,11.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260211-73427,11.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260211-95608,11.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260211-46811,11.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260211-42815,11.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260211-95370,11.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260211-52439,11.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260211-98409,11.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260211-12292,11.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260211-58226,11.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,cancelled,FBO
ORD-260211-85535,11.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260211-67679,11.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,cancelled,FBO
ORD-260211-70717,11.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,awaiting_packaging,FBS
ORD-260211-71034,11.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260212-98645,12.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260212-74375,12.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260212-77319,12.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260212-22481,12.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,cancelled,FBS
ORD-260212-34209,12.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,awaiting_packaging,FBS
ORD-260212-75895,12.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260212-15477,12.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260212-91034,12.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260212-19497,12.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260212-93086,12.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260212-69586,12.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260213-97355,13.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260213-63117,13.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260213-58346,13.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260213-28424,13.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260213-78388,13.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260213-64400,13.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260213-21628,13.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260213-65675,13.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,cancelled,FBO
ORD-260213-26933,13.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260213-49376,13.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260213-81759,13.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260213-97776,13.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260213-33427,13.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260213-85703,13.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260213-80927,13.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260213-39640,13.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,awaiting_packaging,FBO
ORD-260213-44361,13.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260213-88159,13.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260213-57953,13.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260214-73865,14.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260214-15247,14.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260214-75936,14.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260214-56661,14.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260214-74721,14.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260214-60876,14.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260214-19659,14.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260214-69655,14.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260214-97775,14.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260214-14318,14.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260214-13504,14.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260214-93869,14.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260214-34924,14.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260214-33027,14.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260214-21372,14.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260214-92905,14.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260214-46074,14.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260214-72622,14.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260214-48595,14.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260214-90358,14.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260214-96208,14.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260215-63127,15.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260215-20813,15.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260215-85824,15.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260215-46136,15.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260215-32842,15.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260215-55646,15.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260215-43349,15.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,cancelled,FBS
ORD-260215-72894,15.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,cancelled,FBO
ORD-260215-24706,15.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260215-97291,15.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260215-20124,15.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260215-76063,15.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260215-79109,15.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260215-42106,15.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260215-96876,15.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260215-42818,15.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,cancelled,FBS
ORD-260215-91466,15.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,awaiting_packaging,FBS
